employerName,jobUrl,employerProfileId,applications,employerId,jobId,employerProfileName,jobTitle,maximumSalary,expirationDate,date,minimumSalary,currency,jobDescription,locationName
Caroola,https://www.reed.co.uk/jobs/salesforce-solutions-engineer/54464133,,98,667532,54464133,,Salesforce Solutions Engineer,70000.0,25/03/2025,11/02/2025,65000.0,GBP,"At Caroola, we are a leading group of brands specializing in umbrella payroll, CIS, accountancy, and tax services. Among our distinguished brands, Parasol stands out as a premier provider within the industry, offering firstclass service to the Agile Workforce, including freelancers and contractors. With 20 years of experience as a leading umbrella payroll provider, Parasol has built a award winning reputation in the market. We successfully partn... ",WA11RL
Sanderson,https://www.reed.co.uk/jobs/business-analyst-sc-cleared/54572492,,96,520034,54572492,,Business Analyst SC Cleared,540.0,14/04/2025,03/03/2025,500.0,GBP,"Business Analyst, SC Cleared We are seeking a skilled Business Analyst to join our IT transformation team, focusing on obsolescence management. The ideal candidate will gather business requirements, assess risks, and define structured work packages for the remediation of obsolete hardware, operating systems, and applications. You will collaborate with cross-functional teams, including IT, business owners, and vendors, to ensure that all remediat... ",London
Lorien,https://www.reed.co.uk/jobs/pmo-analyst-manager-business-change-investor-ready/54486527,,374,464685,54486527,,PMO Analyst & Manager - Business Change - Investor Ready,,28/03/2025,14/02/2025,,,"PMO Analyst Business Change - Investor Ready My client in the Insurance Industry are searching for a PMO Analyst and a PMO Manager to work on a 6 month initial contract with the overall project looking to extend to 2 years. They are looking for a candidate with experience of working on a group wide programme with Multiple workstreams. My client are seeking a detail-oriented PMO Analyst to support a large-scale, company-wide programme. The role w... ",London
Sanderson,https://www.reed.co.uk/jobs/lead-data-consultant-outside-of-ir35/54466152,,145,520034,54466152,,Lead Data Consultant - Outside of IR35,700.0,25/03/2025,11/02/2025,600.0,GBP,"Lead Data Consultant Outside of IR35 Fully Remote 600 / 700 Per Day 5 Month initial contract Our client are going through a period of change, implementing a new Marketing Technology stack (Martech) to enhance customer engagement. We're looking for a leader who can not only architect and implement robust data solutions but also effectively communicate with stakeholders, understand business needs, and translate them into actionable technical strat... ",South West England
Nigel Wright Group,https://www.reed.co.uk/jobs/lead-data-engineer-hybrid-working/54491987,,38,314172,54491987,,Lead Data Engineer - hybrid working,60000.0,31/03/2025,17/02/2025,50000.0,GBP,"The Company We're delighted to be supporting a national business who are going through huge digital transformation with the recruitment of a Senior Data Engineer. The tech team operate a hybrid working model with two days per week expected in their North East office.&nbsp; The Role You will lead a team of Data Insight and Reporting Analysts, mentoring and supporting them while expanding their data environment. You will utilise your expertise in ... ",SR13LH
Hargreaves Lansdown plc,https://www.reed.co.uk/jobs/software-engineering-manager-rpa-qa-release-support/54556012,,20,433805,54556012,,"Software Engineering Manager - RPA QA, Release & Support",,21/03/2025,28/02/2025,,,"Excited to grow your career? Our purpose is to empower people to save and invest with confidence. We are looking for great people to join us, so please come and invest in YOUR future at HL. We know that sometimes people can be put off applying for a job if they don't tick every box. If you're excited about working for us and have most of the skills or experience we're looking for, please go ahead and apply. We'd love to hear from you! About the ... ",Bristol
P3M Recruitment,https://www.reed.co.uk/jobs/data-analytics-engineer/54641214,,47,500421,54641214,,Data Analytics Engineer,,10/04/2025,13/03/2025,,,"Job Title: Data Analytics Engineer Location: Remote Contract: Inside IR35 Hours/Duration: Full time, 5 days per week, 6 Month contract The role of Data Analytics Engineer Our client, who is an industry leader in workplace services, is looking for an experienced Data Analytics Engineer to join their existing Team as a contractor for a period of 6 months. This opportunity is to provide hands-on development of regional and global data solutions, in... ",Manchester
RecruitmentRevolution.com,https://www.reed.co.uk/jobs/remote-solution-support-analyst-clarity-ppm-13mth-mat-cover/54666291,,6,311822,54666291,,Remote Solution Support Analyst - Clarity PPM. 13Mth Mat Cover,45000.0,29/04/2025,18/03/2025,45000.0,GBP,"This is a fantastic opportunity for a Solution Support Analyst with excellent working knowledge of Clarity PPM looking for their next career development opportunity with a leading and growing Enterprise IT Consultancy with offices all over the world. We pride ourselves on adding the very best to our team; people who bring not only the right skills, but ambition, ideas and drive to help us achieve our goals. If that sounds like you, we want to he... ",London
Morson Talent,https://www.reed.co.uk/jobs/data-protection-dsar-manager-information-rights-manager/54570598,,55,300996,54570598,,Data Protection DSAR Manager & Information Rights Manager,350.0,14/04/2025,03/03/2025,300.0,GBP,"DSAR Manager &amp; Information Rights Manager – 6-Month Contract (Fully Remote, but candidates MUST be UK-Based) We are recruiting for two contract roles on behalf of a large public sector organisation: 1. DSAR Manager ( 350 per day, Inside IR35) Responsibilities: Lead and manage a team of 10 DSAR analysts. Oversee and handle complex DSAR requests. Ensure compliance with data protection regulations and GDPR. Provide expert advice on DSAR process... ",South West England
INTEC SELECT LIMITED,https://www.reed.co.uk/jobs/risk-business-analyst-team-lead/54642846,,50,524441,54642846,,Risk Business Analyst Team Lead,110000.0,24/04/2025,13/03/2025,100000.0,GBP,"Risk Business Analyst Team Lead – Financial Services – Up to 110k – City of London - Hybrid Overview: We are currently partnered with one of the world’s leading financial institutions who are seeking an experienced Risk Business Analyst Team Lead to join their Technology Innovation Management team. This is a high-impact role where you will be accountable for overseeing the Risk portfolio, leading a team of consultants and permanent staff, and en... ",EC3N2EX
ITOL Recruitment,https://www.reed.co.uk/jobs/business-consultant-trainee/54655280,,10,582327,54655280,,Business Consultant Trainee ,39000.0,28/04/2025,17/03/2025,26000.0,GBP,"Are you looking to start a career as a Business Consultant and need tailored recruitment support and the right qualifications to secure your career? A business consultant helps a business analyse problems and helps provide a business with solutions by investigating issues or areas of weakness and helps facilitate the change that is needed. If you enjoy problem solving and analysing, have good admin skills and communicate well, then a career as a... ",United Kingdom
Harnham - Data & Analytics Recruitment,https://www.reed.co.uk/jobs/analytics-engineer/54580780,,60,331522,54580780,,Analytics Engineer,75000.0,15/04/2025,04/03/2025,60000.0,GBP,"Analytics Engineer We are working with a large telecoms company who are looking to add a Product Analytics Engineer to the team. This will work closely with product teams who are building a customer data platform. They are looking to launch a brand new product in Q2 so you will be part of a very collaborative development team and lead on their Analytic Engineering. Requirements: Analytics engineer &amp; Data Analyst experience SQL, DBT, Python e... ",Manchester
Insite Public Practice Recruitment Limited,https://www.reed.co.uk/jobs/senior-financial-modeller-12-month-ftc/54588505,,69,575701,54588505,,Senior Financial Modeller 12 month FTC,70000.0,26/03/2025,05/03/2025,64000.0,GBP,"I am recruiting an exciting Senior Financial Analyst (Modelling/Planning) position for a dynamic and forward-thinking public sector organisation where innovation meets impact. As a Senior Finance Analyst, you'll be at the heart of financial decision-making processes, blending analytical expertise with strategic thinking. This isn't your typical number-crunching role - we are looking for someone who can bring financial models to life, tell compel... ",London
Kamma Data,https://www.reed.co.uk/jobs/finance-manager/54505225,,204,686820,54505225,,Finance Manager,,02/04/2025,19/02/2025,,,"Location: &nbsp; Remote UK Hours: Part-Time (3 days a week) Contract : 1 year maternity cover Salary: Competitive Who is Kamma? Kamma Data is a pioneering SaaS company at the intersection of property compliance and climate intelligence. Our cutting-edge technology empowers property professionals—letting agents, banks, and surveyors—to navigate complex licensing regulations with ease, ensuring compliance and operational efficiency. As our Finance... ",City of London
Spectrum IT Recruitment,https://www.reed.co.uk/jobs/junior-net-developer/54539439,,49,375315,54539439,,Junior .NET Developer,50000.0,19/03/2025,26/02/2025,40000.0,GBP,"Junior .NET DEVELOPER - SOUTHAMPTON C#, .NET, SQL, SOAP/REST APIs, HTML, CSS, JavaScript, Azure Greenfield project combining the work of multiple legacy systems Southampton, Office based working (Must be based locally) Up to 50,000 per annum benefits Although they might not be Pearson Hardman in the heart of New York City this law firm is doing some incredible work across the UK. They're specialists in injury law bringing justice and compensatio... ",SO533TG
Sanderson,https://www.reed.co.uk/jobs/information-management-digital-record-administrator-hybrid/54477267,,190,520034,54477267,,"Information Management & Digital Record Administrator, Hybrid",200.0,27/03/2025,13/02/2025,170.0,GBP,"Information Management &amp; digital record administrator, Information Management Disposition Analyst. Hybird working - 2 days per week on site. Information Management and record Administrator required to work with a leading financial services organisation based in Canary Wharf. The Information Management team (IM) engages with all teams within the business to ensure that unstructured data and information assets are managed in an organised and c... ",London
Harnham - Data & Analytics Recruitment,https://www.reed.co.uk/jobs/pricing-modeller-insurtech/54629644,,16,331522,54629644,,Pricing Modeller - Insurtech,60000.0,23/04/2025,12/03/2025,50000.0,GBP,"SENIOR PRICING ANALYST - INSURANCE 60,000 LONDON (remote option available) Really exciting role here with a small and dynamic Insurtech who are going through an exciting period of change. This role offers the chance to own their end-to-end model process, working in a fast-paced and challenging environment where you can take ownership for business performance. THE COMPANY This business are a lean and focused Insurtech who are starting to expand t... ",London
ITOL Recruitment,https://www.reed.co.uk/jobs/web-developer-trainee/54647950,,30,582327,54647950,,Web Developer Trainee,35000.0,25/04/2025,14/03/2025,25000.0,GBP,"Are you looking to benefit from a new career in Web Development? Skills shortages in the IT sector is driving the need for qualified, entry-level career seekers and career changers. We help place graduates from this programme in top UK companies and organisations needing to employ entry-level software development staff that can hit the ground running with up-to-date skills gained from this programme. The best part is you will not need any previo... ",United Kingdom
ITOL Recruitment,https://www.reed.co.uk/jobs/software-developer-trainee/54648120,,31,582327,54648120,,Software Developer Trainee ,35000.0,25/04/2025,14/03/2025,26000.0,GBP,"Are you looking to benefit from a new career in Software Development? Skills shortages in the IT sector is driving the need for qualified, entry-level career seekers and career changers. We help place graduates from this programme in top UK companies and organisations needing to employ entry-level software development staff that can hit the ground running with up-to-date skills gained from this programme. The best part is you will not need any p... ",United Kingdom
Hays Specialist Recruitment Limited,https://www.reed.co.uk/jobs/cloud-security-specialist/54537869,,41,524744,54537869,,Cloud Security Specialist,,09/04/2025,26/02/2025,,,"Overview: A global consulting business is looking to add a new Cloud Security Specialist to their growing IT team. This company, which is focused on capital markets, requires the Senior Information Security Analyst to help drive their cybersecurity initiatives within the organisation, develop and deliver security awareness training to all staff as well as assist in the overall development and implementation of their security strategy. The Role: ... ",BT54LP
ITOL Recruitment,https://www.reed.co.uk/jobs/trainee-web-developer/54655277,,4,582327,54655277,,Trainee Web Developer,35000.0,28/04/2025,17/03/2025,25000.0,GBP,"Are you looking to benefit from a new career in Web Development? Skills shortages in the IT sector is driving the need for qualified, entry-level career seekers and career changers. We help place graduates from this programme in top UK companies and organisations needing to employ entry-level software development staff that can hit the ground running with up-to-date skills gained from this programme. The best part is you will not need any previo... ",IG117LU
ITOL Recruitment,https://www.reed.co.uk/jobs/trainee-coding-and-programming/54655309,,24,582327,54655309,,Trainee Coding and Programming ,35000.0,28/04/2025,17/03/2025,26000.0,GBP,"Are you looking to benefit from a new career in Programming? Skills shortages in the IT sector are driving the need for qualified, entry-level career seekers and career changers. We help place graduates from this programme in top UK companies and organisations needing to employ entry-level Programming staff that can hit the ground running with up-to-date skills gained from this programme. The best part is you will not need any previous experienc... ",United Kingdom
IDEX Consulting Ltd ,https://www.reed.co.uk/jobs/compliance-associate/54510048,,210,428424,54510048,,Compliance Associate,65000.0,03/04/2025,20/02/2025,65000.0,GBP,"Are you an experienced compliance professional with a strong understanding of the insurance sector? Do you have expertise in sanctions, AML, compliance advisory projects, and horizon scanning? If so, we have an exciting opportunity for you to join a leading specialty broker in London. The Role As a Senior Compliance Analyst , you will play a critical role in ensuring the business remains compliant with evolving regulatory requirements. Working c... ",London
21 Degrees Digital,https://www.reed.co.uk/jobs/seo-manager/54656638,,8,684359,54656638,,SEO Manager,45000.0,28/04/2025,17/03/2025,35000.0,GBP,"Join 21 Degrees as an SEO Specialist and Take Your Career to the Next Level! Are you an SEO expert who lives and breathes search engine optimisation? Do you love crafting strategies that drive results? If you’re the kind of person who checks Search Engine Land for updates, dives deep into algorithm changes, and thrives in a fast-paced agency environment, we want to hear from you! SEO Manager Leeds (Office based 4/5 days per week) Full time, perm... ",LS126NY
RecruitmentRevolution.com,https://www.reed.co.uk/jobs/remote-travel-business-development-sales-coach-world-1-franchise/54546981,,4,311822,54546981,,Remote Travel Business Development / Sales Coach - World 1 Franchise.,,10/04/2025,27/02/2025,,,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world’s #1 lifestyle franchise? Want more than just a job? If so, we’re ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You’ll be helping Travel Cons... ",Bournemouth
RecruitmentRevolution.com,https://www.reed.co.uk/jobs/remote-travel-business-development-sales-coach-world-1-franchise/54547092,,23,311822,54547092,,Remote Travel Business Development / Sales Coach - World 1 Franchise.,,10/04/2025,27/02/2025,,,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world’s #1 lifestyle franchise? Want more than just a job? If so, we’re ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You’ll be helping Travel Cons... ",London
RecruitmentRevolution.com,https://www.reed.co.uk/jobs/remote-travel-business-development-sales-coach-world-1-franchise/54547074,,15,311822,54547074,,Remote Travel Business Development / Sales Coach - World #1 Franchise. ,,10/04/2025,27/02/2025,,,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world’s #1 lifestyle franchise? Want more than just a job? If so, we’re ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You’ll be helping Travel Cons... ",Birmingham
RecruitmentRevolution.com,https://www.reed.co.uk/jobs/remote-travel-business-development-sales-coach-world-1-franchise/54547052,,12,311822,54547052,,Remote Travel Business Development / Sales Coach - World 1 Franchise.,,10/04/2025,27/02/2025,,,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world’s #1 lifestyle franchise? Want more than just a job? If so, we’re ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You’ll be helping Travel Cons... ",Manchester
Sanderson,https://www.reed.co.uk/jobs/iam-sailpoint-active-directory-specialist-hybrid-working/54631698,,14,520034,54631698,,"IAM SailPoint & Active Directory specialist, Hybrid working",500.0,23/04/2025,12/03/2025,400.0,GBP,"IAM SailPoint &amp; Active Directory specialist. Hybrid working - 2 days per week on site. Our client, a leading finance company, is looking to hire an IAM specialist with experience of SailPoint. The successful candidate will have Proven knowledge and experience of SailPoint (or similar IAM tools and IAM Best practices &amp; processes). Supporting analysts in the production of HLD / LLD design documentation. Ability to engage effectively with m... ",Cirencester
Tenth Revolution Group,https://www.reed.co.uk/jobs/pricing-manager/54635743,,22,662593,54635743,,Pricing Manager,80000.0,23/04/2025,12/03/2025,80000.0,GBP,"Pricing Manager I am working with a tech focused e-commerce business based in London who are looking for a Pricing Manager to join their team. This is a brand-new role sitting within the BI &amp; Data team, and you will be responsible for leading on pricing initiatives for operations on a global scale. You will be tasked with growing revenue via the implantation of data-driven pricing strategies with the goal of ensure the business can be as pro... ",London
SC4 Recruitment Limited,https://www.reed.co.uk/jobs/head-of-digital-product/54580343,,100,626003,54580343,,Head of Digital Product,90000.0,15/04/2025,04/03/2025,85000.0,GBP,"Head of Digital Product - Mobile App&nbsp; Remote/Hybrid - Permanent Full-time -&nbsp;circa 85,000 pa We are seeking a senior-level Head of Digital Mobile App Products to lead the strategy, design, and execution of our client's mobile app ecosystem, with a focus on innovating the gaming experience. This role will oversee the evolution of an existing app and drive the development of a new gamification-based app that integrates omni-connectivity a... ",London
Profile Search & Selection Ltd,https://www.reed.co.uk/jobs/pensions-vacancies-various-levels/54496069,,41,398340,54496069,,Pensions vacancies - various levels,100000.0,13/05/2025,18/02/2025,25000.0,GBP,"If you are currently seeking a technical role within Pensions or seeking assistance with a current vacancy we are awaiting your call !! Just an informal chat at this stage is all we need to assess whether we can assist. Lisa Tremlett &amp; Juliette Lister have over thirty years recruitment experience to the Pensions profession. Profile provides expert assistance in the recruitment of experienced personnel to Third Party Pensions Companies, In-ho... ",Leeds
INTEC SELECT LIMITED,https://www.reed.co.uk/jobs/markets-support-team-lead-vp/54454495,,42,524441,54454495,,Markets Support Team Lead - VP,140000.0,24/03/2025,10/02/2025,120000.0,GBP,"Markets Support Team Lead VP – Financial Services – Up to 140k – City of London - Hybrid Overview: We are currently partnered with one of the world’s leading financial institutions who offer a broad range of services, including commercial banking, trust banking, securities, credit cards, consumer finance, and asset management. As the Markets Support Team Lead VP, you will oversee critical support functions within their Global Markets Sales &amp;... ",EC3N2EX
Zenzo Digital,https://www.reed.co.uk/jobs/full-stack-angular-net-developer-remote/54467250,,64,631431,54467250,,Full Stack Angular/.Net Developer - Remote ,60000.0,25/03/2025,11/02/2025,50000.0,GBP,"Our client is creating an improved, modernised version of their market leading product which includes delivering a new Front-End GUI for their cloud-based system. This will consist of new and revised Back End services together with suitable Front-End revisions delivered using the Angular Framework. Angular will be replacing web forms. The project is mid-way through and focussing on transferring code and features in the Legacy application to the ... ",SN140AB
Harvey Nash,https://www.reed.co.uk/jobs/decisioning-scientist-pega-nba-propositions/54507863,,18,591760,54507863,,"Decisioning Scientist - PEGA, NBA Propositions",600.0,02/04/2025,19/02/2025,450.0,GBP,"Decisioning Scientist - PEGA, NBA Propositions sought by leading bank based fully remote. **Inside IR35 - Fully remote (UK Only)** Key Responsibilities Build strong relationships with stakeholders and work collaboratively to define and deploy a range of Next Best Action (NBA) propositions within our decisioning capability Partner with the relevant business area, using data to optimise the customer contact strategy and maintain a positive working... ",London
Reed,https://www.reed.co.uk/jobs/test-automation-engineer/54585757,,125,575264,54585757,,Test Automation Engineer,50000.0,05/04/2025,05/03/2025,30000.0,GBP,"Key Responsibilities: Develop, execute, and maintain automated test scripts for a software engineering team. Create and enhance test automation frameworks. Record and track bugs in the issue tracking system. Prioritise test scenarios and devise execution plans. Document automated processes, including test plans, procedures, and cases. Oversee releases across different environments. Essential Responsibilities: Possess a solid understanding of the... ",SE12DA
Jumar Solutions,https://www.reed.co.uk/jobs/power-platform-developer-sme-fully-remote/54593848,,34,365382,54593848,,Power Platform Developer/SME - Fully Remote,65000.0,17/04/2025,06/03/2025,50000.0,GBP,Power Platforms Developer Permanent Full time This role can be hybrid or fully remote (offices are in Birmingham) A leading services company in Birmingham requires an accomplished Power Platform Developer to build Power Apps and enterprise workflow Automation. Our client needs someone with strong experience in modelled app development - developing apps from scratch and someone who has confidence working as an SME (Subject Matter Expert) - withou... ,Birmingham
Sanderson,https://www.reed.co.uk/jobs/sc-cleared-servicenow-sme/54663313,,3,520034,54663313,,SC Cleared ServiceNow SME,500.0,08/04/2025,18/03/2025,450.0,GBP,"Job Title: ServiceNow SME - SC Cleared Location: London Hybrid Contract Length: 6 months Rate: Up to 500 per day Inside IR35 Security Clearance: SC Clearance Essential About the Role: We are seeking an experienced ServiceNow SME to play a key role in enhancing the Service Performance Framework, a critical reporting product in ServiceNow that provides a unified view of service performance across 100 plus Public Sector services. Key Responsibiliti... ",London
LANGLAND CONSULTANTS LTD,https://www.reed.co.uk/jobs/c-net-senior-developer--remote/54611921,,23,569662,54611921,,C# / .NET Senior Developer ( Remote),62000.0,20/04/2025,09/03/2025,55000.0,GBP,"C# / .NET Senior Developer - Remote to 62k Bens. C#, APIs, Web Services, SQL, GitHub, .NET Core, Azure DevOps, Blazor, SQL Server, Do you have a background in developing web-based applications in C# using API’s, SQL, and other tools, following OO coding practices? Do you have a broad technical skillset but looking to work on exciting projects including Blazor technology? Are you passionate about technology, with a strong customer service ethos, ... ",Leeds
Reed,https://www.reed.co.uk/jobs/powerapps-developer-inside-ir35-hybrid-sharepoint-skills-essential/54636207,,20,575264,54636207,,PowerApps Developer-Inside IR35-Hybrid-SharePoint skills essential,600.0,19/03/2025,12/03/2025,450.0,GBP,"PowerApps Developer-Inside IR35-Hybrid- MUST HAVE STRONG SHAREPOINT SKILLS Our client are seeking an accomplished Power Apps Developer with expertise in SharePoint to join their&nbsp;dynamic team. The ideal candidate will be responsible for designing, developing, and maintaining custom applications using Microsoft Power Apps and SharePoint. This role requires&nbsp;a good working understanding of both platforms to create efficient and effective s... ",WR51WS
Henley Morgan,https://www.reed.co.uk/jobs/sap-b1-director-of-operations-office-based-in-london-120000/54494526,,11,495699,54494526,,"SAP B1  ?Director of Operations  Office based in London  £120,000",120000.0,31/03/2025,17/02/2025,80000.0,GBP,"Location: London | Salary: 80,000 - 120,000 (DOE) Are you a dynamic operations leader with expertise in logistics, warehousing, delivery, and retail? Henley Morgan is looking for an experienced Director of Operations to oversee and enhance our client’s end-to-end supply chain and operational functions in a fast-paced, high-growth environment. The Role: In this leadership position, you’ll manage a team of 20 professionals, ensuring smooth day-to-... ",London
Routeco,https://www.reed.co.uk/jobs/digital-product-owner/54642955,,26,593921,54642955,,Digital Product Owner,,25/04/2025,13/03/2025,,,"Routeco is looking towards a bright future as a growing part of Sonepar, an independent family-owned company with global market leadership (45,000 people, an annual turnover of 33.3 billion euros) in B-to-B distribution of electrical products, solutions and related services. You’ll be joining a growing organisation in the UK of over 250 associates at one of the UK's leading distributors of industrial automation and control products. We encourage... ",Milton Keynes
eFinancialCareers,https://www.reed.co.uk/jobs/data-analytics-specialist/54618881,,10,629474,54618881,,Data Analytics Specialist,,22/04/2025,10/03/2025,,,"Our leading Financial Services client are looking for a talented and motivated Business Data Analyst to work on a large-scale application transformation. You'll analyse the current Database-based data landscape and facilitate the transition to a strategic solution. This role will be pivotal in evaluating existing data models, understanding data purpose, and designing the future data ecosystem aligned with business objectives. The following skill... ",London
Appcast Enterprise,https://www.reed.co.uk/jobs/database-analyst/54623731,,4,674264,54623731,,Database Analyst,,23/04/2025,11/03/2025,,,"Description Database Analyst We are seeking a Database Analyst to join us on a permanent basis, contributing a large Supply Chain ERP transformation, particularly leveraging Oracle Fusion. This is a SFIA Level x role [add note here]. We need talented individuals to apply their data engineering skills to solving data challenges, supporting a major UK Government programme from locations throughout the UK. THE ROLE YOU WILL PLAY As a Database Analy... ",Nottingham
Appcast Enterprise,https://www.reed.co.uk/jobs/systems-integration-analyst/54668999,,0,674264,54668999,,Systems Integration Analyst,,29/04/2025,18/03/2025,,,"Description System Integration Analyst Location: Farnborough, with flexibility to work from home dependent on business demands Join our UK Team who are committed to a Mission! The Role: We currently have a vacancy for a Systems Integration Analyst working on a flagship Programme in the UK. The role will include individual accountability for Test preparation, Executing, Analysis test whilst reporting to Programme Test Leadership. The testing proc... ",Farnborough
eFinancialCareers,https://www.reed.co.uk/jobs/analyst-fisher-investments/54666788,,0,629474,54666788,,Analyst - Fisher Investments,,29/04/2025,18/03/2025,,,"Our Global PCG Marketing group is the lead generation engine for our Private Client Group, and the Web Analytics &amp; Testing Team plays an essential role in that process. You will help guide important decisions while assessing marketing performance in this position. The Opportunity: Web Analytics &amp; Testing Analysts provide analysis, reporting, and data to all levels of marketing, from media buyers to executives. While reporting to the Web ... ",London
Appcast Enterprise,https://www.reed.co.uk/jobs/data-engineer/54636738,,3,674264,54636738,,Data Engineer,,23/04/2025,12/03/2025,,,"Description We are looking for Data Engineers &nbsp;to join us on a permanent basis. We need talented individuals to apply their data engineering skills to solving data challenges, supporting a major UK Government programme from locations throughout the UK. This position is a full time, permanent role and applicants must have (or be able to acquire) SC clearance.&nbsp; Ad-hoc travel may be required to various customer and Leidos sites THE ROLE Y... ",Shropshire
Appcast Enterprise,https://www.reed.co.uk/jobs/pensions-finance-payroll-analyst/54669011,,0,674264,54669011,,Pensions Finance & Payroll Analyst,,29/04/2025,18/03/2025,,,"Entity: Customers &amp; Products Job Family Group: HR Group Job Description: Our purpose is to deliver energy to the world, today and tomorrow. For over 100 years, bp has focused on discovering, developing, and producing oil and gas in the nations where we operate. We are one of the few companies globally that can provide governments and customers with an integrated energy offering. Delivering our strategy sustainably is fundamental to achieving... ",Sunbury-on-Thames
eFinancialCareers,https://www.reed.co.uk/jobs/technical-business-analyst/54234236,,16,629474,54234236,,Technical Business Analyst,,29/04/2025,01/01/2025,,,"My leading Banking client are looking for a talented and motivated Senior Business Analyst to work on a number of transformation projects, translating business requirements into functional and non-functional requirements (i.e. architectural, infrastructure, security, testing, migration, operational, DR). You'll ensure appropriate documentation of requirements is captured and recorded in JIRA). You'll analyse end to end business streams to establ... ",London
eFinancialCareers,https://www.reed.co.uk/jobs/senior-quant-analyst-intercontinental-exchange/54667015,,0,629474,54667015,,Senior Quant Analyst - Intercontinental Exchange,,29/04/2025,18/03/2025,,,"Job Purpose The selected candidate will join the Global Quantitative Research team at ICE which designs, implements, and supports enterprise quantitative models and systems. The primary responsibility of this position will be to drive all quantitative model research related items in the Clearing Houses while supporting other business lines at ICE (Exchange, Data Services, etc.). This job requires strong quantitative finance skills, a passion to ... ",London
Appcast Enterprise,https://www.reed.co.uk/jobs/data-architect/54668995,,0,674264,54668995,,Data Architect,,29/04/2025,18/03/2025,,,"Description Data Architect Everything we do is built on a commitment to do the right thing for our customers, our people and our community. Our mission and our values guide the way we do business. The foundation of our Leidos culture is our Values, Beliefs and Expectations by which we select, recognise and reward employees. They create the environment that drives us toward our mission.&nbsp; Inspired to make a difference, we are committed to sol... ",Nottingham
Appcast Enterprise,https://www.reed.co.uk/jobs/data-architect/54636748,,0,674264,54636748,,Data Architect,,23/04/2025,12/03/2025,,,"Description Data Architect Everything we do is built on a commitment to do the right thing for our customers, our people and our community. Our mission and our values guide the way we do business. The foundation of our Leidos culture is our Values, Beliefs and Expectations by which we select, recognise and reward employees. They create the environment that drives us toward our mission.&nbsp; Inspired to make a difference, we are committed to sol... ",Nottingham
Appcast Enterprise,https://www.reed.co.uk/jobs/senior-data-engineer-software/54611531,,0,674264,54611531,,Senior Data Engineer software,,29/04/2025,09/03/2025,,,"Description We are looking for a Senior Data Engineer to join us on a permanent basis. We need talented individuals to apply their software development and data engineering skills for solving data challenges to support a major UK Government programme from locations throughout the UK. This position is a full time, permanent role and applicants must have (or be able to acquire) SC clearance. &nbsp;Ad-hoc travel may be required to various customer ... ",Shropshire
Appcast Enterprise,https://www.reed.co.uk/jobs/senior-data-engineer-software/54628165,,0,674264,54628165,,Senior Data Engineer software,,23/04/2025,11/03/2025,,,"Description We are looking for a Senior Data Engineer to join us on a permanent basis. We need talented individuals to apply their software development and data engineering skills for solving data challenges to support a major UK Government programme from locations throughout the UK. This position is a full time, permanent role and applicants must have (or be able to acquire) SC clearance. &nbsp;Ad-hoc travel may be required to various customer ... ",Shropshire
Appcast Enterprise,https://www.reed.co.uk/jobs/senior-data-engineer-software/54668994,,0,674264,54668994,,Senior Data Engineer software,,29/04/2025,18/03/2025,,,"Description We are looking for a Senior Data Engineer to join us on a permanent basis. We need talented individuals to apply their software development and data engineering skills for solving data challenges to support a major UK Government programme from locations throughout the UK. This position is a full time, permanent role and applicants must have (or be able to acquire) SC clearance. &nbsp;Ad-hoc travel may be required to various customer ... ",Shropshire
Appcast Enterprise,https://www.reed.co.uk/jobs/windows-build-engineer/54407476,,0,674264,54407476,,Windows Build Engineer,,29/04/2025,01/02/2025,,,"Description Windows Build Engineer We are in search of a Windows Build Engineer for our Leidos engineering capability. The successful candidate will have a full understanding of the principles of ITIL, will have prior experience as building and maintaining windows clients on a major programme providing technical support directly to users. Are you ready for your next career challenge? At Leidos, we deliver innovative solutions through the efforts... ",Hereford
eFinancialCareers,https://www.reed.co.uk/jobs/pricing-manager/54592244,,1,629474,54592244,,Pricing Manager,,25/04/2025,06/03/2025,,,"An exciting opportunity has arisen for a Technical Pricing Manager to drive strategic change by leveraging advanced actuarial modelling and data science techniques to enhance pricing sophistication across Private Car, Van, Bike, and Household insurance. You'll lead projects, develop pricing analysts, and collaborate with senior stakeholders to deliver intelligent pricing solutions that fuel profitable growth. With flexible remote working options... ",London
